bs_ts,mmsi,imo,name,callsign,nav_status,sog,cog,lon,lat,shiptype,length,width,draught,destination,eta
2023-08-08 00:00:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.3,244.7,169.67171500,70.12133333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:00:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.3,240.8,169.67167333,70.12132500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:00:56,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.5,224.6,169.67147000,70.12126833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:01:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.6,219.5,169.67136167,70.12122500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:03:29,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.6,196.7,169.67083333,70.12084667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:08:29,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.9,185.7,169.66941667,70.12048333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:10:29,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.5,298.8,169.66906833,70.12020167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:18:27,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,0.4,220.8,169.66606500,70.11989500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:20:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,154.0,169.66666667,70.11833333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:21:54,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.7,132.5,169.67130833,70.11635000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:23:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,8.0,91.0,169.67833333,70.11500000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:32:40,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,65.0,169.73000000,70.12000000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:38:36,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,58.0,169.76500000,70.12166667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:41:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,9.0,90.0,169.78166667,70.12166667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:47:36,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,107.0,169.81166667,70.12000000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:49:52,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.7,91.4,169.82235500,70.12146500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:50:36,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.0,72.0,169.82333333,70.12000000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:53:36,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.0,92.0,169.83666667,70.12166667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:54:45,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.5,79.1,169.84066833,70.12271333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:55:22,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.5,95.8,169.84257667,70.12274500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:57:20,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.6,92.0,169.84908833,70.12307667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:58:30,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.5,84.9,169.85241667,70.12300833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 00:59:35,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,70.0,169.85833333,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:01:02,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,8.1,82.2,169.86582667,70.12401167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:02:35,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,89.0,169.87500000,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:03:38,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.3,116.4,169.87955167,70.12419333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:05:32,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,87.0,169.88666667,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:08:37,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,75.0,169.90166667,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:11:28,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,9.2,87.9,169.91394500,70.12410833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:16:58,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.6,79.5,169.93912000,70.12410000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:17:39,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,80.0,169.94000000,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:19:40,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.8,96.3,169.94840000,70.12415500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:20:57,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.2,92.6,169.95374500,70.12402833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:26:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.0,85.0,169.97666667,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:27:09,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.6,82.0,169.97952667,70.12384167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:27:36,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.1,77.9,169.98100667,70.12392667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:27:59,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.1,77.7,169.98225000,70.12400500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:28:06,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.3,80.9,169.98302833,70.12405000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:28:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.3,83.7,169.98367667,70.12408000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:28:26,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.4,89.6,169.98441000,70.12409833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:29:48,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.1,96.2,169.99160833,70.12385167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:29:57,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.4,95.1,169.99238833,70.12382500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:30:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.6,91.3,169.99306667,70.12381000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:30:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.8,85.5,169.99365167,70.12381333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:31:17,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,91.3,169.99686333,70.12389833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:32:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.8,90.4,170.00006167,70.12387000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:32:46,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,89.0,170.00350333,70.12387167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:33:27,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.7,87.0,170.00724167,70.12391500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:34:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.9,85.7,170.01077500,70.12398833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:34:56,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.2,86.2,170.01453667,70.12407333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:35:46,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.7,93.6,170.01783833,70.12410333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:37:29,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.2,93.5,170.02393167,70.12394167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:37:57,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.2,87.9,170.02569667,70.12394167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:38:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.5,91.1,170.02682000,70.12394833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:44:32,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,101.0,170.05333333,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:47:20,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.4,83.1,170.06840833,70.12335167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:50:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,68.0,170.08000000,70.12333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:51:11,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.9,69.0,170.08403667,70.12473000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:51:41,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.6,66.7,170.08613500,70.12502500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:53:10,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.5,72.2,170.09157500,70.12574000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:56:35,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,60.0,170.10500000,70.12666667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 01:59:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.0,53.0,170.11500000,70.13000000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:02:28,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.6,46.3,170.12418667,70.13270000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:03:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.4,45.9,170.12693167,70.13359000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:05:36,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,47.0,170.13666667,70.13666667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:08:15,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.1,50.4,170.14384333,70.13896333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:08:57,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.7,52.6,170.14646167,70.13966667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:10:17,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.5,55.2,170.15228333,70.14107167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:11:32,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,56.0,170.15666667,70.14166667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:14:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,41.0,170.16333333,70.14333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:15:38,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.4,47.5,170.16831000,70.14632833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:16:17,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.9,47.5,170.17080833,70.14709333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:17:19,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.7,49.7,170.17388500,70.14806000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:19:48,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.6,38.8,170.18184000,70.15103000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:20:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,43.0,170.18333333,70.15166667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:22:08,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.9,60.3,170.18943500,70.15321667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:23:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,58.0,170.19333333,70.15333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:24:10,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.7,58.1,170.19570833,70.15455000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:25:59,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.9,54.8,170.20319167,70.15623333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:26:37,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,52.0,170.20500000,70.15666667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:29:27,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.2,59.3,170.21502000,70.15905833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:35:01,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.2,57.2,170.23291000,70.16310667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:37:51,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.7,55.5,170.24199833,70.16520500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:38:47,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.4,49.9,170.24630833,70.16634667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:39:37,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.3,48.8,170.24931000,70.16719833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:40:38,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.3,49.4,170.25229167,70.16807500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:41:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,3.0,56.0,170.25333333,70.16833333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:42:58,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.1,55.3,170.25847000,70.16946500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:43:04,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.1,49.9,170.25887667,70.16956833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:43:40,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.5,36.9,170.26020833,70.17005500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:44:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,25.0,170.26166667,70.17000000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:46:00,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.3,46.5,170.26717667,70.17378500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:46:38,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.3,49.8,170.26966667,70.17452500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:47:20,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.6,47.7,170.27216500,70.17525500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:47:48,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,47.5,170.27387833,70.17576000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:50:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,41.9,170.28000000,70.17833333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:52:38,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.2,41.9,170.28614667,70.18047000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:53:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.0,38.0,170.28833333,70.18000000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:54:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.4,36.5,170.29016167,70.18215833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:56:57,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.9,34.3,170.29767333,70.18609833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 02:59:34,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,44.0,170.30333333,70.18833333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:00:46,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.8,48.9,170.30889167,70.19011000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:01:06,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,52.6,170.31036000,70.19051833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:01:27,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.8,56.4,170.31200667,70.19091667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:01:46,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.3,56.9,170.31345667,70.19123167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:02:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.7,57.3,170.31550667,70.19166500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:03:27,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.2,55.5,170.32007333,70.19264000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:03:37,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,52.0,170.32063667,70.19278167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:04:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.5,58.4,170.32271667,70.19328667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:04:33,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.2,68.2,170.32362833,70.19343000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:04:43,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.1,74.4,170.32417667,70.19349000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:04:55,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.1,82.2,170.32483667,70.19353500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:05:47,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.2,89.9,170.32812667,70.19358667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:06:06,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.5,87.6,170.32951667,70.19358833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:06:47,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.3,85.0,170.33309833,70.19366667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:07:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,83.0,170.33595500,70.19376667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:08:16,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.3,84.8,170.34097667,70.19394833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:10:17,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.2,80.6,170.34835000,70.19426500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:11:35,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.0,81.0,170.35333333,70.19333333,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:15:37,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,2.7,80.6,170.37217000,70.19540667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:17:35,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,79.0,170.37666667,70.19500000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:18:46,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.6,76.6,170.38395500,70.19620500,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:19:32,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,8.2,81.5,170.38837500,70.19657833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:20:32,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,7.0,75.0,170.39500000,70.19666667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:23:07,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,4.3,92.9,170.40663833,70.19770000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:24:19,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.5,87.1,170.41143833,70.19772833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:24:52,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.8,83.6,170.41382500,70.19780167,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:26:35,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.0,82.0,170.42166667,70.19666667,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:28:26,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.6,79.4,170.43054333,70.19858833,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:29:58,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,5.1,81.5,170.43718167,70.19898000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
2023-08-08 03:34:39,273118000,8904434,MEKHANIK PYATLIN,UCBP,Under way using engine,6.1,78.1,170.45697833,70.20002000,Cargo ship,85,14,4.2,VLADIVOSTOK,2023-08-25 01:00:00
